name,screentime,episode
Tommen Baratheon,196,Episode - 54
Tommen Baratheon,0,Episode - 55
Tommen Baratheon,405,Episode - 56
Tommen Baratheon,0,Episode - 57
Tommen Baratheon,163,Episode - 58
Tommen Baratheon,0,Episode - 59
Tommen Baratheon,229,Episode - 60
Tommen Baratheon,0,Episode - 61
Tommen Baratheon,0,Episode - 62
Tommen Baratheon,0,Episode - 63
Tommen Baratheon,0,Episode - 64
Tommen Baratheon,0,Episode - 65
Tommen Baratheon,0,Episode - 66
Tommen Baratheon,0,Episode - 67
Tommen Baratheon,0,Episode - 68
Tommen Baratheon,0,Episode - 69
Tommen Baratheon,0,Episode - 70
Tommen Baratheon,0,Episode - 71
Tommen Baratheon,0,Episode - 72
Tommen Baratheon,0,Episode - 73
Jaime Lannister,893,Episode - 1
Jaime Lannister,235,Episode - 2
Jaime Lannister,496,Episode - 3
Jaime Lannister,117,Episode - 4
Jaime Lannister,193,Episode - 5
Jaime Lannister,0,Episode - 6
Jaime Lannister,283,Episode - 7
Jaime Lannister,0,Episode - 8
Jaime Lannister,123,Episode - 9
Jaime Lannister,183,Episode - 10
Jaime Lannister,208,Episode - 11
Jaime Lannister,0,Episode - 12
Jaime Lannister,0,Episode - 13
Jaime Lannister,0,Episode - 14
Jaime Lannister,0,Episode - 15
Jaime Lannister,0,Episode - 16
Jaime Lannister,714,Episode - 17
Jaime Lannister,143,Episode - 18
Jaime Lannister,0,Episode - 19
Jaime Lannister,298,Episode - 20
Jaime Lannister,0,Episode - 21
Jaime Lannister,471,Episode - 22
Jaime Lannister,437,Episode - 23
Jaime Lannister,300,Episode - 24
Jaime Lannister,613,Episode - 25
Jaime Lannister,138,Episode - 26
Jaime Lannister,634,Episode - 27
Jaime Lannister,0,Episode - 28
Jaime Lannister,0,Episode - 29
Jaime Lannister,81,Episode - 30
Jaime Lannister,561,Episode - 31
Jaime Lannister,524,Episode - 32
Jaime Lannister,226,Episode - 33
Jaime Lannister,713,Episode - 34
Jaime Lannister,72,Episode - 35
Jaime Lannister,1148,Episode - 36
Jaime Lannister,182,Episode - 37
Jaime Lannister,645,Episode - 38
Jaime Lannister,0,Episode - 39
Jaime Lannister,198,Episode - 40
Jaime Lannister,136,Episode - 41
Jaime Lannister,229,Episode - 42
Jaime Lannister,0,Episode - 43
Jaime Lannister,558,Episode - 44
Jaime Lannister,0,Episode - 45
Jaime Lannister,264,Episode - 46
Jaime Lannister,77,Episode - 47
Jaime Lannister,0,Episode - 48
Jaime Lannister,373,Episode - 49
Jaime Lannister,252,Episode - 50
Jaime Lannister,221,Episode - 51
Jaime Lannister,284,Episode - 52
Jaime Lannister,230,Episode - 53
Jaime Lannister,156,Episode - 54
Jaime Lannister,0,Episode - 55
Jaime Lannister,499,Episode - 56
Jaime Lannister,502,Episode - 57
Jaime Lannister,690,Episode - 58
Jaime Lannister,0,Episode - 59
Jaime Lannister,366,Episode - 60
Jaime Lannister,526,Episode - 61
Jaime Lannister,231,Episode - 62
Jaime Lannister,646,Episode - 63
Jaime Lannister,637,Episode - 64
Jaime Lannister,589,Episode - 65
Jaime Lannister,0,Episode - 66
Jaime Lannister,1445,Episode - 67
Jaime Lannister,74,Episode - 68
Jaime Lannister,1386,Episode - 69
Jaime Lannister,356,Episode - 70
Jaime Lannister,1175,Episode - 71
Jaime Lannister,814,Episode - 72
Jaime Lannister,130,Episode - 73
Margaery Tyrell,0,Episode - 1
Margaery Tyrell,0,Episode - 2
Margaery Tyrell,0,Episode - 3
Margaery Tyrell,0,Episode - 4
Margaery Tyrell,0,Episode - 5
Margaery Tyrell,0,Episode - 6
Margaery Tyrell,0,Episode - 7
Margaery Tyrell,0,Episode - 8
Margaery Tyrell,0,Episode - 9
Margaery Tyrell,0,Episode - 10
Margaery Tyrell,0,Episode - 11
Margaery Tyrell,0,Episode - 12
Margaery Tyrell,441,Episode - 13
Margaery Tyrell,113,Episode - 14
Margaery Tyrell,149,Episode - 15
Margaery Tyrell,0,Episode - 16
Margaery Tyrell,0,Episode - 17
Margaery Tyrell,0,Episode - 18
Margaery Tyrell,0,Episode - 19
Margaery Tyrell,273,Episode - 20
Margaery Tyrell,296,Episode - 21
Margaery Tyrell,588,Episode - 22
Margaery Tyrell,0,Episode - 23
Margaery Tyrell,368,Episode - 24
Margaery Tyrell,46,Episode - 25
Margaery Tyrell,0,Episode - 26
Margaery Tyrell,189,Episode - 27
Margaery Tyrell,474,Episode - 28
Margaery Tyrell,0,Episode - 29
Margaery Tyrell,0,Episode - 30
Margaery Tyrell,126,Episode - 31
Margaery Tyrell,914,Episode - 32
Margaery Tyrell,99,Episode - 33
Margaery Tyrell,322,Episode - 34
Margaery Tyrell,285,Episode - 35
Margaery Tyrell,747,Episode - 36
Margaery Tyrell,0,Episode - 37
Margaery Tyrell,0,Episode - 38
Margaery Tyrell,0,Episode - 39
Margaery Tyrell,0,Episode - 40
Margaery Tyrell,201,Episode - 41
Margaery Tyrell,0,Episode - 42
Margaery Tyrell,323,Episode - 43
Margaery Tyrell,117,Episode - 44
Margaery Tyrell,0,Episode - 45
Margaery Tyrell,301,Episode - 46
Margaery Tyrell,149,Episode - 47
Margaery Tyrell,0,Episode - 48
Margaery Tyrell,0,Episode - 49
Margaery Tyrell,0,Episode - 50
Margaery Tyrell,124,Episode - 51
Margaery Tyrell,0,Episode - 52
Margaery Tyrell,0,Episode - 53
Margaery Tyrell,396,Episode - 54
Margaery Tyrell,0,Episode - 55
Margaery Tyrell,456,Episode - 56
Margaery Tyrell,306,Episode - 57
Margaery Tyrell,0,Episode - 58
Margaery Tyrell,0,Episode - 59
Margaery Tyrell,495,Episode - 60
Margaery Tyrell,0,Episode - 61
Margaery Tyrell,0,Episode - 62
Margaery Tyrell,0,Episode - 63
Margaery Tyrell,0,Episode - 64
Margaery Tyrell,0,Episode - 65
Margaery Tyrell,0,Episode - 66
Margaery Tyrell,0,Episode - 67
Margaery Tyrell,0,Episode - 68
Margaery Tyrell,0,Episode - 69
Margaery Tyrell,0,Episode - 70
Margaery Tyrell,0,Episode - 71
Margaery Tyrell,0,Episode - 72
Margaery Tyrell,0,Episode - 73
Tywin Lannister,0,Episode - 1
Tywin Lannister,0,Episode - 2
Tywin Lannister,0,Episode - 3
Tywin Lannister,0,Episode - 4
Tywin Lannister,0,Episode - 5
Tywin Lannister,0,Episode - 6
Tywin Lannister,283,Episode - 7
Tywin Lannister,198,Episode - 8
Tywin Lannister,207,Episode - 9
Tywin Lannister,194,Episode - 10
Tywin Lannister,0,Episode - 11
Tywin Lannister,0,Episode - 12
Tywin Lannister,0,Episode - 13
Tywin Lannister,95,Episode - 14
Tywin Lannister,190,Episode - 15
Tywin Lannister,436,Episode - 16
Tywin Lannister,363,Episode - 17
Tywin Lannister,112,Episode - 18
Tywin Lannister,19,Episode - 19
Tywin Lannister,63,Episode - 20
Tywin Lannister,297,Episode - 21
Tywin Lannister,0,Episode - 22
Tywin Lannister,244,Episode - 23
Tywin Lannister,167,Episode - 24
Tywin Lannister,218,Episode - 25
Tywin Lannister,225,Episode - 26
Tywin Lannister,208,Episode - 27
Tywin Lannister,435,Episode - 28
Tywin Lannister,0,Episode - 29
Tywin Lannister,424,Episode - 30
Tywin Lannister,273,Episode - 31
Tywin Lannister,1023,Episode - 32
Tywin Lannister,535,Episode - 33
Tywin Lannister,0,Episode - 34
Tywin Lannister,371,Episode - 35
Tywin Lannister,1248,Episode - 36
Tywin Lannister,0,Episode - 37
Tywin Lannister,300,Episode - 38
Tywin Lannister,0,Episode - 39
Tywin Lannister,351,Episode - 40
Tywin Lannister,136,Episode - 41
Tywin Lannister,0,Episode - 42
Tywin Lannister,0,Episode - 43
Tywin Lannister,0,Episode - 44
Tywin Lannister,0,Episode - 45
Tywin Lannister,0,Episode - 46
Tywin Lannister,0,Episode - 47
Tywin Lannister,0,Episode - 48
Tywin Lannister,0,Episode - 49
Tywin Lannister,0,Episode - 50
Tywin Lannister,0,Episode - 51
Tywin Lannister,0,Episode - 52
Tywin Lannister,0,Episode - 53
Tywin Lannister,0,Episode - 54
Tywin Lannister,0,Episode - 55
Tywin Lannister,0,Episode - 56
Tywin Lannister,0,Episode - 57
Tywin Lannister,0,Episode - 58
Tywin Lannister,0,Episode - 59
Tywin Lannister,0,Episode - 60
Tywin Lannister,0,Episode - 61
Tywin Lannister,0,Episode - 62
Tywin Lannister,0,Episode - 63
Tywin Lannister,0,Episode - 64
Tywin Lannister,0,Episode - 65
Tywin Lannister,0,Episode - 66
Tywin Lannister,0,Episode - 67
Tywin Lannister,0,Episode - 68
Tywin Lannister,0,Episode - 69
Tywin Lannister,0,Episode - 70
Tywin Lannister,0,Episode - 71
Tywin Lannister,0,Episode - 72
Tywin Lannister,0,Episode - 73
Euron Greyjoy,0,Episode - 1
Euron Greyjoy,0,Episode - 2
Euron Greyjoy,0,Episode - 3
Euron Greyjoy,0,Episode - 4
Euron Greyjoy,0,Episode - 5
Euron Greyjoy,0,Episode - 6
Euron Greyjoy,0,Episode - 7
Euron Greyjoy,0,Episode - 8
Euron Greyjoy,0,Episode - 9
Euron Greyjoy,0,Episode - 10
Euron Greyjoy,0,Episode - 11
Euron Greyjoy,0,Episode - 12
Euron Greyjoy,0,Episode - 13
Euron Greyjoy,0,Episode - 14
Euron Greyjoy,0,Episode - 15
Euron Greyjoy,0,Episode - 16
Euron Greyjoy,0,Episode - 17
Euron Greyjoy,0,Episode - 18
Euron Greyjoy,0,Episode - 19
Euron Greyjoy,0,Episode - 20
Euron Greyjoy,0,Episode - 21
Euron Greyjoy,0,Episode - 22
Euron Greyjoy,0,Episode - 23
Euron Greyjoy,0,Episode - 24
Euron Greyjoy,0,Episode - 25
Euron Greyjoy,0,Episode - 26
Euron Greyjoy,0,Episode - 27
Euron Greyjoy,0,Episode - 28
Euron Greyjoy,0,Episode - 29
Euron Greyjoy,0,Episode - 30
Euron Greyjoy,0,Episode - 31
Euron Greyjoy,0,Episode - 32
Euron Greyjoy,0,Episode - 33
Euron Greyjoy,0,Episode - 34
Euron Greyjoy,0,Episode - 35
Euron Greyjoy,0,Episode - 36
Euron Greyjoy,0,Episode - 37
Euron Greyjoy,0,Episode - 38
Euron Greyjoy,0,Episode - 39
Euron Greyjoy,0,Episode - 40
Euron Greyjoy,0,Episode - 41
Euron Greyjoy,0,Episode - 42
Euron Greyjoy,0,Episode - 43
Euron Greyjoy,0,Episode - 44
Euron Greyjoy,0,Episode - 45
Euron Greyjoy,0,Episode - 46
Euron Greyjoy,0,Episode - 47
Euron Greyjoy,0,Episode - 48
Euron Greyjoy,0,Episode - 49
Euron Greyjoy,0,Episode - 50
Euron Greyjoy,0,Episode - 51
Euron Greyjoy,155,Episode - 52
Euron Greyjoy,0,Episode - 53
Euron Greyjoy,0,Episode - 54
Euron Greyjoy,366,Episode - 55
Euron Greyjoy,0,Episode - 56
Euron Greyjoy,0,Episode - 57
Euron Greyjoy,0,Episode - 58
Euron Greyjoy,0,Episode - 59
Euron Greyjoy,0,Episode - 60
Euron Greyjoy,237,Episode - 61
Euron Greyjoy,225,Episode - 62
Euron Greyjoy,238,Episode - 63
Euron Greyjoy,0,Episode - 64
Euron Greyjoy,0,Episode - 65
Euron Greyjoy,0,Episode - 66
Euron Greyjoy,679,Episode - 67
Euron Greyjoy,364,Episode - 68
Euron Greyjoy,0,Episode - 69
Euron Greyjoy,0,Episode - 70
Euron Greyjoy,589,Episode - 71
Euron Greyjoy,293,Episode - 72
Euron Greyjoy,0,Episode - 73
Daenerys Targaryen,819,Episode - 1
Daenerys Targaryen,578,Episode - 2
Daenerys Targaryen,305,Episode - 3
Daenerys Targaryen,273,Episode - 4
Daenerys Targaryen,0,Episode - 5
Daenerys Targaryen,584,Episode - 6
Daenerys Targaryen,578,Episode - 7
Daenerys Targaryen,379,Episode - 8
Daenerys Targaryen,566,Episode - 9
Daenerys Targaryen,818,Episode - 10
Daenerys Targaryen,238,Episode - 11
Daenerys Targaryen,171,Episode - 12
Daenerys Targaryen,0,Episode - 13
Daenerys Targaryen,392,Episode - 14
Daenerys Targaryen,633,Episode - 15
Daenerys Targaryen,374,Episode - 16
Daenerys Targaryen,365,Episode - 17
Daenerys Targaryen,107,Episode - 18
Daenerys Targaryen,0,Episode - 19
Daenerys Targaryen,757,Episode - 20
Daenerys Targaryen,545,Episode - 21
Daenerys Targaryen,0,Episode - 22
Daenerys Targaryen,410,Episode - 23
Daenerys Targaryen,360,Episode - 24
Daenerys Targaryen,183,Episode - 25
Daenerys Targaryen,0,Episode - 26
Daenerys Targaryen,326,Episode - 27
Daenerys Targaryen,473,Episode - 28
Daenerys Targaryen,183,Episode - 29
Daenerys Targaryen,280,Episode - 30
Daenerys Targaryen,348,Episode - 31
Daenerys Targaryen,0,Episode - 32
Daenerys Targaryen,434,Episode - 33
Daenerys Targaryen,138,Episode - 34
Daenerys Targaryen,219,Episode - 35
Daenerys Targaryen,311,Episode - 36
Daenerys Targaryen,332,Episode - 37
Daenerys Targaryen,258,Episode - 38
Daenerys Targaryen,0,Episode - 39
Daenerys Targaryen,450,Episode - 40
Daenerys Targaryen,383,Episode - 41
Daenerys Targaryen,607,Episode - 42
Daenerys Targaryen,0,Episode - 43
Daenerys Targaryen,132,Episode - 44
Daenerys Targaryen,450,Episode - 45
Daenerys Targaryen,0,Episode - 46
Daenerys Targaryen,383,Episode - 47
Daenerys Targaryen,605,Episode - 48
Daenerys Targaryen,973,Episode - 49
Daenerys Targaryen,234,Episode - 50
Daenerys Targaryen,318,Episode - 51
Daenerys Targaryen,0,Episode - 52
Daenerys Targaryen,224,Episode - 53
Daenerys Targaryen,457,Episode - 54
Daenerys Targaryen,192,Episode - 55
Daenerys Targaryen,205,Episode - 56
Daenerys Targaryen,0,Episode - 57
Daenerys Targaryen,12,Episode - 58
Daenerys Targaryen,621,Episode - 59
Daenerys Targaryen,444,Episode - 60
Daenerys Targaryen,334,Episode - 61
Daenerys Targaryen,738,Episode - 62
Daenerys Targaryen,954,Episode - 63
Daenerys Targaryen,725,Episode - 64
Daenerys Targaryen,878,Episode - 65
Daenerys Targaryen,918,Episode - 66
Daenerys Targaryen,1226,Episode - 67
Daenerys Targaryen,835,Episode - 68
Daenerys Targaryen,1123,Episode - 69
Daenerys Targaryen,620,Episode - 70
Daenerys Targaryen,1805,Episode - 71
Daenerys Targaryen,1059,Episode - 72
Daenerys Targaryen,1052,Episode - 73
Sandor Clegane,415,Episode - 1
Sandor Clegane,239,Episode - 2
Sandor Clegane,0,Episode - 3
Sandor Clegane,249,Episode - 4
Sandor Clegane,239,Episode - 5
Sandor Clegane,0,Episode - 6
Sandor Clegane,209,Episode - 7
Sandor Clegane,390,Episode - 8
Sandor Clegane,330,Episode - 9
Sandor Clegane,371,Episode - 10
Sandor Clegane,261,Episode - 11
Sandor Clegane,0,Episode - 12
Sandor Clegane,0,Episode - 13
Sandor Clegane,196,Episode - 14
Sandor Clegane,0,Episode - 15
Sandor Clegane,245,Episode - 16
Sandor Clegane,70,Episode - 17
Sandor Clegane,0,Episode - 18
Sandor Clegane,673,Episode - 19
Sandor Clegane,0,Episode - 20
Sandor Clegane,0,Episode - 21
Sandor Clegane,52,Episode - 22
Sandor Clegane,25,Episode - 23
Sandor Clegane,263,Episode - 24
Sandor Clegane,251,Episode - 25
Sandor Clegane,0,Episode - 26
Sandor Clegane,13,Episode - 27
Sandor Clegane,167,Episode - 28
Sandor Clegane,331,Episode - 29
Sandor Clegane,181,Episode - 30
Sandor Clegane,560,Episode - 31
Sandor Clegane,0,Episode - 32
Sandor Clegane,381,Episode - 33
Sandor Clegane,0,Episode - 34
Sandor Clegane,221,Episode - 35
Sandor Clegane,0,Episode - 36
Sandor Clegane,486,Episode - 37
Sandor Clegane,128,Episode - 38
Sandor Clegane,0,Episode - 39
Sandor Clegane,552,Episode - 40
Sandor Clegane,0,Episode - 41
Sandor Clegane,0,Episode - 42
Sandor Clegane,0,Episode - 43
Sandor Clegane,0,Episode - 44
Sandor Clegane,0,Episode - 45
Sandor Clegane,0,Episode - 46
Sandor Clegane,0,Episode - 47
Sandor Clegane,0,Episode - 48
Sandor Clegane,0,Episode - 49
Sandor Clegane,0,Episode - 50
Sandor Clegane,0,Episode - 51
Sandor Clegane,0,Episode - 52
Sandor Clegane,0,Episode - 53
Sandor Clegane,0,Episode - 54
Sandor Clegane,0,Episode - 55
Sandor Clegane,0,Episode - 56
Sandor Clegane,583,Episode - 57
Sandor Clegane,323,Episode - 58
Sandor Clegane,0,Episode - 59
Sandor Clegane,0,Episode - 60
Sandor Clegane,555,Episode - 61
Sandor Clegane,0,Episode - 62
Sandor Clegane,0,Episode - 63
Sandor Clegane,0,Episode - 64
Sandor Clegane,203,Episode - 65
Sandor Clegane,1799,Episode - 66
Sandor Clegane,1100,Episode - 67
Sandor Clegane,80,Episode - 68
Sandor Clegane,162,Episode - 69
Sandor Clegane,529,Episode - 70
Sandor Clegane,564,Episode - 71
Sandor Clegane,492,Episode - 72
Sandor Clegane,0,Episode - 73
