link,name,screentime,episode
1,Qyburn,0,Episode - 35
1,Qyburn,0,Episode - 36
1,Qyburn,0,Episode - 37
1,Qyburn,0,Episode - 38
1,Qyburn,0,Episode - 39
1,Qyburn,128,Episode - 40
1,Qyburn,0,Episode - 41
1,Qyburn,213,Episode - 42
1,Qyburn,151,Episode - 43
1,Qyburn,94,Episode - 44
1,Qyburn,0,Episode - 45
1,Qyburn,0,Episode - 46
1,Qyburn,0,Episode - 47
1,Qyburn,167,Episode - 48
1,Qyburn,0,Episode - 49
1,Qyburn,70,Episode - 50
1,Qyburn,0,Episode - 51
1,Qyburn,0,Episode - 52
1,Qyburn,164,Episode - 53
1,Qyburn,0,Episode - 54
1,Qyburn,0,Episode - 55
1,Qyburn,0,Episode - 56
1,Qyburn,0,Episode - 57
1,Qyburn,352,Episode - 58
1,Qyburn,0,Episode - 59
1,Qyburn,285,Episode - 60
1,Qyburn,237,Episode - 61
1,Qyburn,205,Episode - 62
1,Qyburn,433,Episode - 63
1,Qyburn,0,Episode - 64
1,Qyburn,27,Episode - 65
1,Qyburn,0,Episode - 66
1,Qyburn,939,Episode - 67
1,Qyburn,318,Episode - 68
1,Qyburn,0,Episode - 69
1,Qyburn,0,Episode - 70
1,Qyburn,467,Episode - 71
1,Qyburn,233,Episode - 72
1,Qyburn,0,Episode - 73
1,Arianne Martell,0,Episode - 1
1,Arianne Martell,0,Episode - 2
1,Arianne Martell,0,Episode - 3
1,Arianne Martell,0,Episode - 4
1,Arianne Martell,0,Episode - 5
1,Arianne Martell,0,Episode - 6
1,Arianne Martell,0,Episode - 7
1,Arianne Martell,0,Episode - 8
1,Arianne Martell,0,Episode - 9
1,Arianne Martell,0,Episode - 10
1,Arianne Martell,0,Episode - 11
1,Arianne Martell,0,Episode - 12
1,Arianne Martell,0,Episode - 13
1,Arianne Martell,0,Episode - 14
1,Arianne Martell,0,Episode - 15
1,Arianne Martell,0,Episode - 16
1,Arianne Martell,0,Episode - 17
1,Arianne Martell,0,Episode - 18
1,Arianne Martell,0,Episode - 19
1,Arianne Martell,0,Episode - 20
1,Arianne Martell,0,Episode - 21
1,Arianne Martell,0,Episode - 22
1,Arianne Martell,0,Episode - 23
1,Arianne Martell,0,Episode - 24
1,Arianne Martell,0,Episode - 25
1,Arianne Martell,0,Episode - 26
1,Arianne Martell,0,Episode - 27
1,Arianne Martell,0,Episode - 28
1,Arianne Martell,0,Episode - 29
1,Arianne Martell,0,Episode - 30
1,Arianne Martell,0,Episode - 31
1,Arianne Martell,0,Episode - 32
1,Arianne Martell,0,Episode - 33
1,Arianne Martell,0,Episode - 34
1,Arianne Martell,0,Episode - 35
1,Arianne Martell,0,Episode - 36
1,Arianne Martell,0,Episode - 37
1,Arianne Martell,0,Episode - 38
1,Arianne Martell,0,Episode - 39
1,Arianne Martell,0,Episode - 40
1,Arianne Martell,0,Episode - 41
1,Arianne Martell,0,Episode - 42
1,Arianne Martell,0,Episode - 43
1,Arianne Martell,0,Episode - 44
1,Arianne Martell,0,Episode - 45
1,Arianne Martell,0,Episode - 46
1,Arianne Martell,0,Episode - 47
1,Arianne Martell,0,Episode - 48
1,Arianne Martell,0,Episode - 49
1,Arianne Martell,0,Episode - 50
1,Arianne Martell,0,Episode - 51
1,Arianne Martell,0,Episode - 52
1,Arianne Martell,0,Episode - 53
1,Arianne Martell,0,Episode - 54
1,Arianne Martell,0,Episode - 55
1,Arianne Martell,0,Episode - 56
1,Arianne Martell,0,Episode - 57
1,Arianne Martell,0,Episode - 58
1,Arianne Martell,0,Episode - 59
1,Arianne Martell,0,Episode - 60
1,Arianne Martell,0,Episode - 61
1,Arianne Martell,0,Episode - 62
1,Arianne Martell,0,Episode - 63
1,Arianne Martell,0,Episode - 64
1,Arianne Martell,0,Episode - 65
1,Arianne Martell,0,Episode - 66
1,Arianne Martell,0,Episode - 67
1,Arianne Martell,0,Episode - 68
1,Arianne Martell,0,Episode - 69
1,Arianne Martell,0,Episode - 70
1,Arianne Martell,0,Episode - 71
1,Arianne Martell,0,Episode - 72
1,Arianne Martell,0,Episode - 73
1,Tommen Baratheon,337,Episode - 1
1,Tommen Baratheon,133,Episode - 2
1,Tommen Baratheon,0,Episode - 3
1,Tommen Baratheon,249,Episode - 4
1,Tommen Baratheon,239,Episode - 5
1,Tommen Baratheon,0,Episode - 6
1,Tommen Baratheon,0,Episode - 7
1,Tommen Baratheon,0,Episode - 8
1,Tommen Baratheon,0,Episode - 9
1,Tommen Baratheon,0,Episode - 10
1,Tommen Baratheon,222,Episode - 11
1,Tommen Baratheon,0,Episode - 12
1,Tommen Baratheon,88,Episode - 13
1,Tommen Baratheon,0,Episode - 14
1,Tommen Baratheon,0,Episode - 15
1,Tommen Baratheon,118,Episode - 16
1,Tommen Baratheon,0,Episode - 17
1,Tommen Baratheon,0,Episode - 18
1,Tommen Baratheon,296,Episode - 19
1,Tommen Baratheon,0,Episode - 20
1,Tommen Baratheon,0,Episode - 21
1,Tommen Baratheon,0,Episode - 22
1,Tommen Baratheon,0,Episode - 23
1,Tommen Baratheon,0,Episode - 24
1,Tommen Baratheon,0,Episode - 25
1,Tommen Baratheon,0,Episode - 26
1,Tommen Baratheon,0,Episode - 27
1,Tommen Baratheon,0,Episode - 28
1,Tommen Baratheon,0,Episode - 29
1,Tommen Baratheon,0,Episode - 30
1,Tommen Baratheon,0,Episode - 31
1,Tommen Baratheon,924,Episode - 32
1,Tommen Baratheon,270,Episode - 33
1,Tommen Baratheon,216,Episode - 34
1,Tommen Baratheon,164,Episode - 35
1,Tommen Baratheon,112,Episode - 36
1,Tommen Baratheon,0,Episode - 37
1,Tommen Baratheon,0,Episode - 38
1,Tommen Baratheon,0,Episode - 39
1,Tommen Baratheon,0,Episode - 40
1,Tommen Baratheon,33,Episode - 41
1,Tommen Baratheon,0,Episode - 42
1,Tommen Baratheon,281,Episode - 43
1,Tommen Baratheon,240,Episode - 44
1,Tommen Baratheon,0,Episode - 45
1,Tommen Baratheon,268,Episode - 46
1,Tommen Baratheon,190,Episode - 47
1,Tommen Baratheon,0,Episode - 48
1,Tommen Baratheon,0,Episode - 49
1,Tommen Baratheon,0,Episode - 50
1,Tommen Baratheon,0,Episode - 51
1,Tommen Baratheon,254,Episode - 52
1,Tommen Baratheon,228,Episode - 53
1,Tommen Baratheon,196,Episode - 54
1,Tommen Baratheon,0,Episode - 55
1,Tommen Baratheon,405,Episode - 56
1,Tommen Baratheon,0,Episode - 57
1,Tommen Baratheon,163,Episode - 58
1,Tommen Baratheon,0,Episode - 59
1,Tommen Baratheon,229,Episode - 60
1,Tommen Baratheon,0,Episode - 61
1,Tommen Baratheon,0,Episode - 62
1,Tommen Baratheon,0,Episode - 63
1,Tommen Baratheon,0,Episode - 64
1,Tommen Baratheon,0,Episode - 65
1,Tommen Baratheon,0,Episode - 66
1,Tommen Baratheon,0,Episode - 67
1,Tommen Baratheon,0,Episode - 68
1,Tommen Baratheon,0,Episode - 69
1,Tommen Baratheon,0,Episode - 70
1,Tommen Baratheon,0,Episode - 71
1,Tommen Baratheon,0,Episode - 72
1,Tommen Baratheon,0,Episode - 73
1,Jaime Lannister,893,Episode - 1
1,Jaime Lannister,235,Episode - 2
1,Jaime Lannister,496,Episode - 3
1,Jaime Lannister,117,Episode - 4
1,Jaime Lannister,193,Episode - 5
1,Jaime Lannister,0,Episode - 6
1,Jaime Lannister,283,Episode - 7
1,Jaime Lannister,0,Episode - 8
1,Jaime Lannister,123,Episode - 9
1,Jaime Lannister,183,Episode - 10
1,Jaime Lannister,208,Episode - 11
1,Jaime Lannister,0,Episode - 12
1,Jaime Lannister,0,Episode - 13
1,Jaime Lannister,0,Episode - 14
1,Jaime Lannister,0,Episode - 15
1,Jaime Lannister,0,Episode - 16
1,Jaime Lannister,714,Episode - 17
1,Jaime Lannister,143,Episode - 18
1,Jaime Lannister,0,Episode - 19
1,Jaime Lannister,298,Episode - 20
1,Jaime Lannister,0,Episode - 21
1,Jaime Lannister,471,Episode - 22
1,Jaime Lannister,437,Episode - 23
1,Jaime Lannister,300,Episode - 24
1,Jaime Lannister,613,Episode - 25
1,Jaime Lannister,138,Episode - 26
1,Jaime Lannister,634,Episode - 27
1,Jaime Lannister,0,Episode - 28
1,Jaime Lannister,0,Episode - 29
1,Jaime Lannister,81,Episode - 30
1,Jaime Lannister,561,Episode - 31
1,Jaime Lannister,524,Episode - 32
1,Jaime Lannister,226,Episode - 33
1,Jaime Lannister,713,Episode - 34
1,Jaime Lannister,72,Episode - 35
1,Jaime Lannister,1148,Episode - 36
1,Jaime Lannister,182,Episode - 37
1,Jaime Lannister,645,Episode - 38
1,Jaime Lannister,0,Episode - 39
1,Jaime Lannister,198,Episode - 40
1,Jaime Lannister,136,Episode - 41
1,Jaime Lannister,229,Episode - 42
1,Jaime Lannister,0,Episode - 43
1,Jaime Lannister,558,Episode - 44
1,Jaime Lannister,0,Episode - 45
1,Jaime Lannister,264,Episode - 46
1,Jaime Lannister,77,Episode - 47
1,Jaime Lannister,0,Episode - 48
1,Jaime Lannister,373,Episode - 49
1,Jaime Lannister,252,Episode - 50
1,Jaime Lannister,221,Episode - 51
1,Jaime Lannister,284,Episode - 52
1,Jaime Lannister,230,Episode - 53
1,Jaime Lannister,156,Episode - 54
1,Jaime Lannister,0,Episode - 55
1,Jaime Lannister,499,Episode - 56
1,Jaime Lannister,502,Episode - 57
1,Jaime Lannister,690,Episode - 58
1,Jaime Lannister,0,Episode - 59
1,Jaime Lannister,366,Episode - 60
1,Jaime Lannister,526,Episode - 61
1,Jaime Lannister,231,Episode - 62
1,Jaime Lannister,646,Episode - 63
1,Jaime Lannister,637,Episode - 64
1,Jaime Lannister,589,Episode - 65
1,Jaime Lannister,0,Episode - 66
1,Jaime Lannister,1445,Episode - 67
1,Jaime Lannister,74,Episode - 68
1,Jaime Lannister,1386,Episode - 69
1,Jaime Lannister,356,Episode - 70
1,Jaime Lannister,1175,Episode - 71
1,Jaime Lannister,814,Episode - 72
1,Jaime Lannister,130,Episode - 73
1,Margaery Tyrell,0,Episode - 1
1,Margaery Tyrell,0,Episode - 2
1,Margaery Tyrell,0,Episode - 3
1,Margaery Tyrell,0,Episode - 4
1,Margaery Tyrell,0,Episode - 5
1,Margaery Tyrell,0,Episode - 6
1,Margaery Tyrell,0,Episode - 7
1,Margaery Tyrell,0,Episode - 8
1,Margaery Tyrell,0,Episode - 9
1,Margaery Tyrell,0,Episode - 10
1,Margaery Tyrell,0,Episode - 11
1,Margaery Tyrell,0,Episode - 12
1,Margaery Tyrell,441,Episode - 13
1,Margaery Tyrell,113,Episode - 14
1,Margaery Tyrell,149,Episode - 15
1,Margaery Tyrell,0,Episode - 16
1,Margaery Tyrell,0,Episode - 17
1,Margaery Tyrell,0,Episode - 18
1,Margaery Tyrell,0,Episode - 19
1,Margaery Tyrell,273,Episode - 20
1,Margaery Tyrell,296,Episode - 21
1,Margaery Tyrell,588,Episode - 22
1,Margaery Tyrell,0,Episode - 23
1,Margaery Tyrell,368,Episode - 24
1,Margaery Tyrell,46,Episode - 25
1,Margaery Tyrell,0,Episode - 26
1,Margaery Tyrell,189,Episode - 27
1,Margaery Tyrell,474,Episode - 28
1,Margaery Tyrell,0,Episode - 29
1,Margaery Tyrell,0,Episode - 30
1,Margaery Tyrell,126,Episode - 31
1,Margaery Tyrell,914,Episode - 32
1,Margaery Tyrell,99,Episode - 33
1,Margaery Tyrell,322,Episode - 34
1,Margaery Tyrell,285,Episode - 35
1,Margaery Tyrell,747,Episode - 36
1,Margaery Tyrell,0,Episode - 37
1,Margaery Tyrell,0,Episode - 38
1,Margaery Tyrell,0,Episode - 39
1,Margaery Tyrell,0,Episode - 40
1,Margaery Tyrell,201,Episode - 41
1,Margaery Tyrell,0,Episode - 42
1,Margaery Tyrell,323,Episode - 43
1,Margaery Tyrell,117,Episode - 44
1,Margaery Tyrell,0,Episode - 45
1,Margaery Tyrell,301,Episode - 46
1,Margaery Tyrell,149,Episode - 47
1,Margaery Tyrell,0,Episode - 48
1,Margaery Tyrell,0,Episode - 49
1,Margaery Tyrell,0,Episode - 50
1,Margaery Tyrell,124,Episode - 51
1,Margaery Tyrell,0,Episode - 52
1,Margaery Tyrell,0,Episode - 53
1,Margaery Tyrell,396,Episode - 54
1,Margaery Tyrell,0,Episode - 55
1,Margaery Tyrell,456,Episode - 56
1,Margaery Tyrell,306,Episode - 57
1,Margaery Tyrell,0,Episode - 58
1,Margaery Tyrell,0,Episode - 59
1,Margaery Tyrell,495,Episode - 60
1,Margaery Tyrell,0,Episode - 61
1,Margaery Tyrell,0,Episode - 62
1,Margaery Tyrell,0,Episode - 63
1,Margaery Tyrell,0,Episode - 64
1,Margaery Tyrell,0,Episode - 65
1,Margaery Tyrell,0,Episode - 66
1,Margaery Tyrell,0,Episode - 67
1,Margaery Tyrell,0,Episode - 68
1,Margaery Tyrell,0,Episode - 69
1,Margaery Tyrell,0,Episode - 70
1,Margaery Tyrell,0,Episode - 71
1,Margaery Tyrell,0,Episode - 72
1,Margaery Tyrell,0,Episode - 73
1,Tywin Lannister,0,Episode - 1
1,Tywin Lannister,0,Episode - 2
1,Tywin Lannister,0,Episode - 3
1,Tywin Lannister,0,Episode - 4
1,Tywin Lannister,0,Episode - 5
1,Tywin Lannister,0,Episode - 6
1,Tywin Lannister,283,Episode - 7
1,Tywin Lannister,198,Episode - 8
1,Tywin Lannister,207,Episode - 9
1,Tywin Lannister,194,Episode - 10
1,Tywin Lannister,0,Episode - 11
1,Tywin Lannister,0,Episode - 12
1,Tywin Lannister,0,Episode - 13
1,Tywin Lannister,95,Episode - 14
1,Tywin Lannister,190,Episode - 15
1,Tywin Lannister,436,Episode - 16
1,Tywin Lannister,363,Episode - 17
1,Tywin Lannister,112,Episode - 18
1,Tywin Lannister,19,Episode - 19
1,Tywin Lannister,63,Episode - 20
1,Tywin Lannister,297,Episode - 21
1,Tywin Lannister,0,Episode - 22
1,Tywin Lannister,244,Episode - 23
1,Tywin Lannister,167,Episode - 24
1,Tywin Lannister,218,Episode - 25
1,Tywin Lannister,225,Episode - 26
1,Tywin Lannister,208,Episode - 27
1,Tywin Lannister,435,Episode - 28
1,Tywin Lannister,0,Episode - 29
1,Tywin Lannister,424,Episode - 30
1,Tywin Lannister,273,Episode - 31
1,Tywin Lannister,1023,Episode - 32
1,Tywin Lannister,535,Episode - 33
1,Tywin Lannister,0,Episode - 34
1,Tywin Lannister,371,Episode - 35
1,Tywin Lannister,1248,Episode - 36
1,Tywin Lannister,0,Episode - 37
1,Tywin Lannister,300,Episode - 38
1,Tywin Lannister,0,Episode - 39
1,Tywin Lannister,351,Episode - 40
1,Tywin Lannister,136,Episode - 41
1,Tywin Lannister,0,Episode - 42
1,Tywin Lannister,0,Episode - 43
1,Tywin Lannister,0,Episode - 44
1,Tywin Lannister,0,Episode - 45
1,Tywin Lannister,0,Episode - 46
1,Tywin Lannister,0,Episode - 47
1,Tywin Lannister,0,Episode - 48
1,Tywin Lannister,0,Episode - 49
1,Tywin Lannister,0,Episode - 50
1,Tywin Lannister,0,Episode - 51
1,Tywin Lannister,0,Episode - 52
1,Tywin Lannister,0,Episode - 53
1,Tywin Lannister,0,Episode - 54
1,Tywin Lannister,0,Episode - 55
1,Tywin Lannister,0,Episode - 56
1,Tywin Lannister,0,Episode - 57
1,Tywin Lannister,0,Episode - 58
1,Tywin Lannister,0,Episode - 59
1,Tywin Lannister,0,Episode - 60
1,Tywin Lannister,0,Episode - 61
1,Tywin Lannister,0,Episode - 62
1,Tywin Lannister,0,Episode - 63
1,Tywin Lannister,0,Episode - 64
1,Tywin Lannister,0,Episode - 65
1,Tywin Lannister,0,Episode - 66
1,Tywin Lannister,0,Episode - 67
1,Tywin Lannister,0,Episode - 68
1,Tywin Lannister,0,Episode - 69
1,Tywin Lannister,0,Episode - 70
1,Tywin Lannister,0,Episode - 71
1,Tywin Lannister,0,Episode - 72
1,Tywin Lannister,0,Episode - 73
1,Euron Greyjoy,0,Episode - 1
1,Euron Greyjoy,0,Episode - 2
1,Euron Greyjoy,0,Episode - 3
1,Euron Greyjoy,0,Episode - 4
1,Euron Greyjoy,0,Episode - 5
1,Euron Greyjoy,0,Episode - 6
1,Euron Greyjoy,0,Episode - 7
1,Euron Greyjoy,0,Episode - 8
1,Euron Greyjoy,0,Episode - 9
1,Euron Greyjoy,0,Episode - 10
1,Euron Greyjoy,0,Episode - 11
1,Euron Greyjoy,0,Episode - 12
1,Euron Greyjoy,0,Episode - 13
1,Euron Greyjoy,0,Episode - 14
1,Euron Greyjoy,0,Episode - 15
1,Euron Greyjoy,0,Episode - 16
1,Euron Greyjoy,0,Episode - 17
1,Euron Greyjoy,0,Episode - 18
1,Euron Greyjoy,0,Episode - 19
1,Euron Greyjoy,0,Episode - 20
1,Euron Greyjoy,0,Episode - 21
1,Euron Greyjoy,0,Episode - 22
1,Euron Greyjoy,0,Episode - 23
1,Euron Greyjoy,0,Episode - 24
1,Euron Greyjoy,0,Episode - 25
1,Euron Greyjoy,0,Episode - 26
1,Euron Greyjoy,0,Episode - 27
1,Euron Greyjoy,0,Episode - 28
1,Euron Greyjoy,0,Episode - 29
1,Euron Greyjoy,0,Episode - 30
1,Euron Greyjoy,0,Episode - 31
1,Euron Greyjoy,0,Episode - 32
1,Euron Greyjoy,0,Episode - 33
1,Euron Greyjoy,0,Episode - 34
1,Euron Greyjoy,0,Episode - 35
1,Euron Greyjoy,0,Episode - 36
1,Euron Greyjoy,0,Episode - 37
1,Euron Greyjoy,0,Episode - 38
1,Euron Greyjoy,0,Episode - 39
1,Euron Greyjoy,0,Episode - 40
1,Euron Greyjoy,0,Episode - 41
1,Euron Greyjoy,0,Episode - 42
1,Euron Greyjoy,0,Episode - 43
1,Euron Greyjoy,0,Episode - 44
1,Euron Greyjoy,0,Episode - 45
1,Euron Greyjoy,0,Episode - 46
1,Euron Greyjoy,0,Episode - 47
1,Euron Greyjoy,0,Episode - 48
1,Euron Greyjoy,0,Episode - 49
1,Euron Greyjoy,0,Episode - 50
1,Euron Greyjoy,0,Episode - 51
1,Euron Greyjoy,155,Episode - 52
1,Euron Greyjoy,0,Episode - 53
1,Euron Greyjoy,0,Episode - 54
1,Euron Greyjoy,366,Episode - 55
1,Euron Greyjoy,0,Episode - 56
1,Euron Greyjoy,0,Episode - 57
1,Euron Greyjoy,0,Episode - 58
1,Euron Greyjoy,0,Episode - 59
1,Euron Greyjoy,0,Episode - 60
1,Euron Greyjoy,237,Episode - 61
1,Euron Greyjoy,225,Episode - 62
1,Euron Greyjoy,238,Episode - 63
1,Euron Greyjoy,0,Episode - 64
1,Euron Greyjoy,0,Episode - 65
1,Euron Greyjoy,0,Episode - 66
1,Euron Greyjoy,679,Episode - 67
1,Euron Greyjoy,364,Episode - 68
1,Euron Greyjoy,0,Episode - 69
1,Euron Greyjoy,0,Episode - 70
1,Euron Greyjoy,589,Episode - 71
1,Euron Greyjoy,293,Episode - 72
1,Euron Greyjoy,0,Episode - 73
1,Daenerys Targaryen,819,Episode - 1
1,Daenerys Targaryen,578,Episode - 2
1,Daenerys Targaryen,305,Episode - 3
1,Daenerys Targaryen,273,Episode - 4
1,Daenerys Targaryen,0,Episode - 5
1,Daenerys Targaryen,584,Episode - 6
1,Daenerys Targaryen,578,Episode - 7
1,Daenerys Targaryen,379,Episode - 8
1,Daenerys Targaryen,566,Episode - 9
1,Daenerys Targaryen,818,Episode - 10
1,Daenerys Targaryen,238,Episode - 11
1,Daenerys Targaryen,171,Episode - 12
1,Daenerys Targaryen,0,Episode - 13
1,Daenerys Targaryen,392,Episode - 14
1,Daenerys Targaryen,633,Episode - 15
1,Daenerys Targaryen,374,Episode - 16
1,Daenerys Targaryen,365,Episode - 17
1,Daenerys Targaryen,107,Episode - 18
1,Daenerys Targaryen,0,Episode - 19
1,Daenerys Targaryen,757,Episode - 20
1,Daenerys Targaryen,545,Episode - 21
1,Daenerys Targaryen,0,Episode - 22
1,Daenerys Targaryen,410,Episode - 23
1,Daenerys Targaryen,360,Episode - 24
1,Daenerys Targaryen,183,Episode - 25
1,Daenerys Targaryen,0,Episode - 26
1,Daenerys Targaryen,326,Episode - 27
1,Daenerys Targaryen,473,Episode - 28
1,Daenerys Targaryen,183,Episode - 29
1,Daenerys Targaryen,280,Episode - 30
1,Daenerys Targaryen,348,Episode - 31
1,Daenerys Targaryen,0,Episode - 32
1,Daenerys Targaryen,434,Episode - 33
1,Daenerys Targaryen,138,Episode - 34
1,Daenerys Targaryen,219,Episode - 35
1,Daenerys Targaryen,311,Episode - 36
1,Daenerys Targaryen,332,Episode - 37
1,Daenerys Targaryen,258,Episode - 38
1,Daenerys Targaryen,0,Episode - 39
1,Daenerys Targaryen,450,Episode - 40
1,Daenerys Targaryen,383,Episode - 41
1,Daenerys Targaryen,607,Episode - 42
1,Daenerys Targaryen,0,Episode - 43
1,Daenerys Targaryen,132,Episode - 44
1,Daenerys Targaryen,450,Episode - 45
1,Daenerys Targaryen,0,Episode - 46
1,Daenerys Targaryen,383,Episode - 47
1,Daenerys Targaryen,605,Episode - 48
1,Daenerys Targaryen,973,Episode - 49
1,Daenerys Targaryen,234,Episode - 50
1,Daenerys Targaryen,318,Episode - 51
1,Daenerys Targaryen,0,Episode - 52
1,Daenerys Targaryen,224,Episode - 53
1,Daenerys Targaryen,457,Episode - 54
1,Daenerys Targaryen,192,Episode - 55
1,Daenerys Targaryen,205,Episode - 56
1,Daenerys Targaryen,0,Episode - 57
1,Daenerys Targaryen,12,Episode - 58
1,Daenerys Targaryen,621,Episode - 59
1,Daenerys Targaryen,444,Episode - 60
1,Daenerys Targaryen,334,Episode - 61
1,Daenerys Targaryen,738,Episode - 62
1,Daenerys Targaryen,954,Episode - 63
1,Daenerys Targaryen,725,Episode - 64
1,Daenerys Targaryen,878,Episode - 65
1,Daenerys Targaryen,918,Episode - 66
1,Daenerys Targaryen,1226,Episode - 67
1,Daenerys Targaryen,835,Episode - 68
1,Daenerys Targaryen,1123,Episode - 69
1,Daenerys Targaryen,620,Episode - 70
1,Daenerys Targaryen,1805,Episode - 71
1,Daenerys Targaryen,1059,Episode - 72
1,Daenerys Targaryen,1052,Episode - 73
1,Sandor Clegane,415,Episode - 1
1,Sandor Clegane,239,Episode - 2
1,Sandor Clegane,0,Episode - 3
1,Sandor Clegane,249,Episode - 4
1,Sandor Clegane,239,Episode - 5
1,Sandor Clegane,0,Episode - 6
1,Sandor Clegane,209,Episode - 7
1,Sandor Clegane,390,Episode - 8
1,Sandor Clegane,330,Episode - 9
1,Sandor Clegane,371,Episode - 10
1,Sandor Clegane,261,Episode - 11
1,Sandor Clegane,0,Episode - 12
1,Sandor Clegane,0,Episode - 13
1,Sandor Clegane,196,Episode - 14
1,Sandor Clegane,0,Episode - 15
1,Sandor Clegane,245,Episode - 16
1,Sandor Clegane,70,Episode - 17
1,Sandor Clegane,0,Episode - 18
1,Sandor Clegane,673,Episode - 19
1,Sandor Clegane,0,Episode - 20
1,Sandor Clegane,0,Episode - 21
1,Sandor Clegane,52,Episode - 22
1,Sandor Clegane,25,Episode - 23
1,Sandor Clegane,263,Episode - 24
1,Sandor Clegane,251,Episode - 25
1,Sandor Clegane,0,Episode - 26
1,Sandor Clegane,13,Episode - 27
1,Sandor Clegane,167,Episode - 28
1,Sandor Clegane,331,Episode - 29
1,Sandor Clegane,181,Episode - 30
1,Sandor Clegane,560,Episode - 31
1,Sandor Clegane,0,Episode - 32
1,Sandor Clegane,381,Episode - 33
1,Sandor Clegane,0,Episode - 34
1,Sandor Clegane,221,Episode - 35
1,Sandor Clegane,0,Episode - 36
1,Sandor Clegane,486,Episode - 37
1,Sandor Clegane,128,Episode - 38
1,Sandor Clegane,0,Episode - 39
1,Sandor Clegane,552,Episode - 40
1,Sandor Clegane,0,Episode - 41
1,Sandor Clegane,0,Episode - 42
1,Sandor Clegane,0,Episode - 43
1,Sandor Clegane,0,Episode - 44
1,Sandor Clegane,0,Episode - 45
1,Sandor Clegane,0,Episode - 46
1,Sandor Clegane,0,Episode - 47
1,Sandor Clegane,0,Episode - 48
1,Sandor Clegane,0,Episode - 49
1,Sandor Clegane,0,Episode - 50
1,Sandor Clegane,0,Episode - 51
1,Sandor Clegane,0,Episode - 52
1,Sandor Clegane,0,Episode - 53
1,Sandor Clegane,0,Episode - 54
1,Sandor Clegane,0,Episode - 55
1,Sandor Clegane,0,Episode - 56
1,Sandor Clegane,583,Episode - 57
1,Sandor Clegane,323,Episode - 58
1,Sandor Clegane,0,Episode - 59
1,Sandor Clegane,0,Episode - 60
1,Sandor Clegane,555,Episode - 61
1,Sandor Clegane,0,Episode - 62
1,Sandor Clegane,0,Episode - 63
1,Sandor Clegane,0,Episode - 64
1,Sandor Clegane,203,Episode - 65
1,Sandor Clegane,1799,Episode - 66
1,Sandor Clegane,1100,Episode - 67
1,Sandor Clegane,80,Episode - 68
1,Sandor Clegane,162,Episode - 69
1,Sandor Clegane,529,Episode - 70
1,Sandor Clegane,564,Episode - 71
1,Sandor Clegane,492,Episode - 72
1,Sandor Clegane,0,Episode - 73
