link,name,screentime,episode
1,Joffrey Baratheon,0,Episode - 40
1,Joffrey Baratheon,0,Episode - 41
1,Joffrey Baratheon,0,Episode - 42
1,Joffrey Baratheon,0,Episode - 43
1,Joffrey Baratheon,0,Episode - 44
1,Joffrey Baratheon,0,Episode - 45
1,Joffrey Baratheon,0,Episode - 46
1,Joffrey Baratheon,0,Episode - 47
1,Joffrey Baratheon,0,Episode - 48
1,Joffrey Baratheon,0,Episode - 49
1,Joffrey Baratheon,0,Episode - 50
1,Joffrey Baratheon,0,Episode - 51
1,Joffrey Baratheon,0,Episode - 52
1,Joffrey Baratheon,0,Episode - 53
1,Joffrey Baratheon,0,Episode - 54
1,Joffrey Baratheon,0,Episode - 55
1,Joffrey Baratheon,0,Episode - 56
1,Joffrey Baratheon,0,Episode - 57
1,Joffrey Baratheon,0,Episode - 58
1,Joffrey Baratheon,0,Episode - 59
1,Joffrey Baratheon,0,Episode - 60
1,Joffrey Baratheon,0,Episode - 61
1,Joffrey Baratheon,0,Episode - 62
1,Joffrey Baratheon,0,Episode - 63
1,Joffrey Baratheon,0,Episode - 64
1,Joffrey Baratheon,0,Episode - 65
1,Joffrey Baratheon,0,Episode - 66
1,Joffrey Baratheon,0,Episode - 67
1,Joffrey Baratheon,0,Episode - 68
1,Joffrey Baratheon,0,Episode - 69
1,Joffrey Baratheon,0,Episode - 70
1,Joffrey Baratheon,0,Episode - 71
1,Joffrey Baratheon,0,Episode - 72
1,Joffrey Baratheon,0,Episode - 73
1,Varys,0,Episode - 1
1,Varys,0,Episode - 2
1,Varys,346,Episode - 3
1,Varys,144,Episode - 4
1,Varys,672,Episode - 5
1,Varys,0,Episode - 6
1,Varys,361,Episode - 7
1,Varys,683,Episode - 8
1,Varys,571,Episode - 9
1,Varys,172,Episode - 10
1,Varys,139,Episode - 11
1,Varys,276,Episode - 12
1,Varys,152,Episode - 13
1,Varys,0,Episode - 14
1,Varys,0,Episode - 15
1,Varys,0,Episode - 16
1,Varys,0,Episode - 17
1,Varys,323,Episode - 18
1,Varys,172,Episode - 19
1,Varys,532,Episode - 20
1,Varys,0,Episode - 21
1,Varys,0,Episode - 22
1,Varys,244,Episode - 23
1,Varys,558,Episode - 24
1,Varys,0,Episode - 25
1,Varys,144,Episode - 26
1,Varys,0,Episode - 27
1,Varys,194,Episode - 28
1,Varys,0,Episode - 29
1,Varys,393,Episode - 30
1,Varys,0,Episode - 31
1,Varys,481,Episode - 32
1,Varys,0,Episode - 33
1,Varys,0,Episode - 34
1,Varys,103,Episode - 35
1,Varys,394,Episode - 36
1,Varys,0,Episode - 37
1,Varys,272,Episode - 38
1,Varys,0,Episode - 39
1,Varys,82,Episode - 40
1,Varys,366,Episode - 41
1,Varys,146,Episode - 42
1,Varys,277,Episode - 43
1,Varys,0,Episode - 44
1,Varys,0,Episode - 45
1,Varys,0,Episode - 46
1,Varys,0,Episode - 47
1,Varys,0,Episode - 48
1,Varys,0,Episode - 49
1,Varys,87,Episode - 50
1,Varys,213,Episode - 51
1,Varys,219,Episode - 52
1,Varys,294,Episode - 53
1,Varys,218,Episode - 54
1,Varys,343,Episode - 55
1,Varys,0,Episode - 56
1,Varys,0,Episode - 57
1,Varys,103,Episode - 58
1,Varys,0,Episode - 59
1,Varys,34,Episode - 60
1,Varys,225,Episode - 61
1,Varys,685,Episode - 62
1,Varys,276,Episode - 63
1,Varys,162,Episode - 64
1,Varys,318,Episode - 65
1,Varys,0,Episode - 66
1,Varys,1406,Episode - 67
1,Varys,355,Episode - 68
1,Varys,503,Episode - 69
1,Varys,346,Episode - 70
1,Varys,1607,Episode - 71
1,Varys,436,Episode - 72
1,Varys,0,Episode - 73
1,Qhorin Halfhand,0,Episode - 1
1,Qhorin Halfhand,0,Episode - 2
1,Qhorin Halfhand,0,Episode - 3
1,Qhorin Halfhand,0,Episode - 4
1,Qhorin Halfhand,0,Episode - 5
1,Qhorin Halfhand,0,Episode - 6
1,Qhorin Halfhand,0,Episode - 7
1,Qhorin Halfhand,0,Episode - 8
1,Qhorin Halfhand,0,Episode - 9
1,Qhorin Halfhand,0,Episode - 10
1,Qhorin Halfhand,0,Episode - 11
1,Qhorin Halfhand,0,Episode - 12
1,Qhorin Halfhand,0,Episode - 13
1,Qhorin Halfhand,0,Episode - 14
1,Qhorin Halfhand,166,Episode - 15
1,Qhorin Halfhand,359,Episode - 16
1,Qhorin Halfhand,0,Episode - 17
1,Qhorin Halfhand,148,Episode - 18
1,Qhorin Halfhand,0,Episode - 19
1,Qhorin Halfhand,184,Episode - 20
1,Qhorin Halfhand,0,Episode - 21
1,Qhorin Halfhand,0,Episode - 22
1,Qhorin Halfhand,0,Episode - 23
1,Qhorin Halfhand,0,Episode - 24
1,Qhorin Halfhand,0,Episode - 25
1,Qhorin Halfhand,0,Episode - 26
1,Qhorin Halfhand,0,Episode - 27
1,Qhorin Halfhand,0,Episode - 28
1,Qhorin Halfhand,0,Episode - 29
1,Qhorin Halfhand,0,Episode - 30
1,Qhorin Halfhand,0,Episode - 31
1,Qhorin Halfhand,0,Episode - 32
1,Qhorin Halfhand,0,Episode - 33
1,Qhorin Halfhand,0,Episode - 34
1,Qhorin Halfhand,0,Episode - 35
1,Qhorin Halfhand,0,Episode - 36
1,Qhorin Halfhand,0,Episode - 37
1,Qhorin Halfhand,0,Episode - 38
1,Qhorin Halfhand,0,Episode - 39
1,Qhorin Halfhand,0,Episode - 40
1,Qhorin Halfhand,0,Episode - 41
1,Qhorin Halfhand,0,Episode - 42
1,Qhorin Halfhand,0,Episode - 43
1,Qhorin Halfhand,0,Episode - 44
1,Qhorin Halfhand,0,Episode - 45
1,Qhorin Halfhand,0,Episode - 46
1,Qhorin Halfhand,0,Episode - 47
1,Qhorin Halfhand,0,Episode - 48
1,Qhorin Halfhand,0,Episode - 49
1,Qhorin Halfhand,0,Episode - 50
1,Qhorin Halfhand,0,Episode - 51
1,Qhorin Halfhand,0,Episode - 52
1,Qhorin Halfhand,0,Episode - 53
1,Qhorin Halfhand,0,Episode - 54
1,Qhorin Halfhand,0,Episode - 55
1,Qhorin Halfhand,0,Episode - 56
1,Qhorin Halfhand,0,Episode - 57
1,Qhorin Halfhand,0,Episode - 58
1,Qhorin Halfhand,0,Episode - 59
1,Qhorin Halfhand,0,Episode - 60
1,Qhorin Halfhand,0,Episode - 61
1,Qhorin Halfhand,0,Episode - 62
1,Qhorin Halfhand,0,Episode - 63
1,Qhorin Halfhand,0,Episode - 64
1,Qhorin Halfhand,0,Episode - 65
1,Qhorin Halfhand,0,Episode - 66
1,Qhorin Halfhand,0,Episode - 67
1,Qhorin Halfhand,0,Episode - 68
1,Qhorin Halfhand,0,Episode - 69
1,Qhorin Halfhand,0,Episode - 70
1,Qhorin Halfhand,0,Episode - 71
1,Qhorin Halfhand,0,Episode - 72
1,Qhorin Halfhand,0,Episode - 73
1,Arya Stark,722,Episode - 1
1,Arya Stark,600,Episode - 2
1,Arya Stark,565,Episode - 3
1,Arya Stark,357,Episode - 4
1,Arya Stark,284,Episode - 5
1,Arya Stark,259,Episode - 6
1,Arya Stark,0,Episode - 7
1,Arya Stark,227,Episode - 8
1,Arya Stark,388,Episode - 9
1,Arya Stark,253,Episode - 10
1,Arya Stark,29,Episode - 11
1,Arya Stark,467,Episode - 12
1,Arya Stark,551,Episode - 13
1,Arya Stark,412,Episode - 14
1,Arya Stark,420,Episode - 15
1,Arya Stark,534,Episode - 16
1,Arya Stark,363,Episode - 17
1,Arya Stark,412,Episode - 18
1,Arya Stark,0,Episode - 19
1,Arya Stark,185,Episode - 20
1,Arya Stark,0,Episode - 21
1,Arya Stark,410,Episode - 22
1,Arya Stark,179,Episode - 23
1,Arya Stark,302,Episode - 24
1,Arya Stark,521,Episode - 25
1,Arya Stark,316,Episode - 26
1,Arya Stark,136,Episode - 27
1,Arya Stark,167,Episode - 28
1,Arya Stark,400,Episode - 29
1,Arya Stark,181,Episode - 30
1,Arya Stark,615,Episode - 31
1,Arya Stark,0,Episode - 32
1,Arya Stark,381,Episode - 33
1,Arya Stark,0,Episode - 34
1,Arya Stark,240,Episode - 35
1,Arya Stark,0,Episode - 36
1,Arya Stark,486,Episode - 37
1,Arya Stark,128,Episode - 38
1,Arya Stark,0,Episode - 39
1,Arya Stark,660,Episode - 40
1,Arya Stark,0,Episode - 41
1,Arya Stark,419,Episode - 42
1,Arya Stark,570,Episode - 43
1,Arya Stark,0,Episode - 44
1,Arya Stark,0,Episode - 45
1,Arya Stark,732,Episode - 46
1,Arya Stark,0,Episode - 47
1,Arya Stark,276,Episode - 48
1,Arya Stark,506,Episode - 49
1,Arya Stark,267,Episode - 50
1,Arya Stark,138,Episode - 51
1,Arya Stark,117,Episode - 52
1,Arya Stark,300,Episode - 53
1,Arya Stark,0,Episode - 54
1,Arya Stark,554,Episode - 55
1,Arya Stark,396,Episode - 56
1,Arya Stark,142,Episode - 57
1,Arya Stark,594,Episode - 58
1,Arya Stark,0,Episode - 59
1,Arya Stark,53,Episode - 60
1,Arya Stark,291,Episode - 61
1,Arya Stark,382,Episode - 62
1,Arya Stark,0,Episode - 63
1,Arya Stark,684,Episode - 64
1,Arya Stark,409,Episode - 65
1,Arya Stark,523,Episode - 66
1,Arya Stark,455,Episode - 67
1,Arya Stark,292,Episode - 68
1,Arya Stark,676,Episode - 69
1,Arya Stark,762,Episode - 70
1,Arya Stark,750,Episode - 71
1,Arya Stark,754,Episode - 72
1,Arya Stark,1123,Episode - 73
1,Sansa Stark,773,Episode - 1
1,Sansa Stark,523,Episode - 2
1,Sansa Stark,136,Episode - 3
1,Sansa Stark,352,Episode - 4
1,Sansa Stark,239,Episode - 5
1,Sansa Stark,320,Episode - 6
1,Sansa Stark,0,Episode - 7
1,Sansa Stark,564,Episode - 8
1,Sansa Stark,330,Episode - 9
1,Sansa Stark,371,Episode - 10
1,Sansa Stark,261,Episode - 11
1,Sansa Stark,0,Episode - 12
1,Sansa Stark,221,Episode - 13
1,Sansa Stark,172,Episode - 14
1,Sansa Stark,0,Episode - 15
1,Sansa Stark,288,Episode - 16
1,Sansa Stark,305,Episode - 17
1,Sansa Stark,0,Episode - 18
1,Sansa Stark,860,Episode - 19
1,Sansa Stark,348,Episode - 20
1,Sansa Stark,221,Episode - 21
1,Sansa Stark,412,Episode - 22
1,Sansa Stark,0,Episode - 23
1,Sansa Stark,168,Episode - 24
1,Sansa Stark,147,Episode - 25
1,Sansa Stark,220,Episode - 26
1,Sansa Stark,189,Episode - 27
1,Sansa Stark,866,Episode - 28
1,Sansa Stark,0,Episode - 29
1,Sansa Stark,146,Episode - 30
1,Sansa Stark,314,Episode - 31
1,Sansa Stark,1030,Episode - 32
1,Sansa Stark,233,Episode - 33
1,Sansa Stark,182,Episode - 34
1,Sansa Stark,494,Episode - 35
1,Sansa Stark,0,Episode - 36
1,Sansa Stark,498,Episode - 37
1,Sansa Stark,379,Episode - 38
1,Sansa Stark,0,Episode - 39
1,Sansa Stark,0,Episode - 40
1,Sansa Stark,120,Episode - 41
1,Sansa Stark,259,Episode - 42
1,Sansa Stark,302,Episode - 43
1,Sansa Stark,316,Episode - 44
1,Sansa Stark,544,Episode - 45
1,Sansa Stark,652,Episode - 46
1,Sansa Stark,355,Episode - 47
1,Sansa Stark,170,Episode - 48
1,Sansa Stark,0,Episode - 49
1,Sansa Stark,201,Episode - 50
1,Sansa Stark,404,Episode - 51
1,Sansa Stark,176,Episode - 52
1,Sansa Stark,0,Episode - 53
1,Sansa Stark,486,Episode - 54
1,Sansa Stark,565,Episode - 55
1,Sansa Stark,0,Episode - 56
1,Sansa Stark,786,Episode - 57
1,Sansa Stark,0,Episode - 58
1,Sansa Stark,847,Episode - 59
1,Sansa Stark,584,Episode - 60
1,Sansa Stark,555,Episode - 61
1,Sansa Stark,351,Episode - 62
1,Sansa Stark,321,Episode - 63
1,Sansa Stark,530,Episode - 64
1,Sansa Stark,178,Episode - 65
1,Sansa Stark,809,Episode - 66
1,Sansa Stark,692,Episode - 67
1,Sansa Stark,527,Episode - 68
1,Sansa Stark,784,Episode - 69
1,Sansa Stark,490,Episode - 70
1,Sansa Stark,1141,Episode - 71
1,Sansa Stark,0,Episode - 72
1,Sansa Stark,998,Episode - 73
1,Jon Snow,1099,Episode - 1
1,Jon Snow,839,Episode - 2
1,Jon Snow,616,Episode - 3
1,Jon Snow,867,Episode - 4
1,Jon Snow,0,Episode - 5
1,Jon Snow,0,Episode - 6
1,Jon Snow,661,Episode - 7
1,Jon Snow,444,Episode - 8
1,Jon Snow,454,Episode - 9
1,Jon Snow,343,Episode - 10
1,Jon Snow,374,Episode - 11
1,Jon Snow,255,Episode - 12
1,Jon Snow,151,Episode - 13
1,Jon Snow,0,Episode - 14
1,Jon Snow,326,Episode - 15
1,Jon Snow,706,Episode - 16
1,Jon Snow,463,Episode - 17
1,Jon Snow,159,Episode - 18
1,Jon Snow,0,Episode - 19
1,Jon Snow,224,Episode - 20
1,Jon Snow,435,Episode - 21
1,Jon Snow,160,Episode - 22
1,Jon Snow,136,Episode - 23
1,Jon Snow,0,Episode - 24
1,Jon Snow,379,Episode - 25
1,Jon Snow,645,Episode - 26
1,Jon Snow,394,Episode - 27
1,Jon Snow,0,Episode - 28
1,Jon Snow,311,Episode - 29
1,Jon Snow,160,Episode - 30
1,Jon Snow,214,Episode - 31
1,Jon Snow,0,Episode - 32
1,Jon Snow,162,Episode - 33
1,Jon Snow,520,Episode - 34
1,Jon Snow,441,Episode - 35
1,Jon Snow,0,Episode - 36
1,Jon Snow,170,Episode - 37
1,Jon Snow,111,Episode - 38
1,Jon Snow,1257,Episode - 39
1,Jon Snow,943,Episode - 40
1,Jon Snow,817,Episode - 41
1,Jon Snow,484,Episode - 42
1,Jon Snow,552,Episode - 43
1,Jon Snow,307,Episode - 44
1,Jon Snow,610,Episode - 45
1,Jon Snow,0,Episode - 46
1,Jon Snow,135,Episode - 47
1,Jon Snow,1449,Episode - 48
1,Jon Snow,171,Episode - 49
1,Jon Snow,541,Episode - 50
1,Jon Snow,472,Episode - 51
1,Jon Snow,455,Episode - 52
1,Jon Snow,617,Episode - 53
1,Jon Snow,521,Episode - 54
1,Jon Snow,240,Episode - 55
1,Jon Snow,0,Episode - 56
1,Jon Snow,745,Episode - 57
1,Jon Snow,0,Episode - 58
1,Jon Snow,1788,Episode - 59
1,Jon Snow,689,Episode - 60
1,Jon Snow,462,Episode - 61
1,Jon Snow,496,Episode - 62
1,Jon Snow,1193,Episode - 63
1,Jon Snow,654,Episode - 64
1,Jon Snow,924,Episode - 65
1,Jon Snow,2225,Episode - 66
1,Jon Snow,1886,Episode - 67
1,Jon Snow,1174,Episode - 68
1,Jon Snow,904,Episode - 69
1,Jon Snow,731,Episode - 70
1,Jon Snow,1373,Episode - 71
1,Jon Snow,805,Episode - 72
1,Jon Snow,2526,Episode - 73
1,Robert Baratheon,771,Episode - 1
1,Robert Baratheon,448,Episode - 2
1,Robert Baratheon,272,Episode - 3
1,Robert Baratheon,249,Episode - 4
1,Robert Baratheon,986,Episode - 5
1,Robert Baratheon,382,Episode - 6
1,Robert Baratheon,315,Episode - 7
1,Robert Baratheon,0,Episode - 8
1,Robert Baratheon,0,Episode - 9
1,Robert Baratheon,0,Episode - 10
1,Robert Baratheon,0,Episode - 11
1,Robert Baratheon,0,Episode - 12
1,Robert Baratheon,0,Episode - 13
1,Robert Baratheon,0,Episode - 14
1,Robert Baratheon,0,Episode - 15
1,Robert Baratheon,0,Episode - 16
1,Robert Baratheon,0,Episode - 17
1,Robert Baratheon,0,Episode - 18
1,Robert Baratheon,0,Episode - 19
1,Robert Baratheon,0,Episode - 20
1,Robert Baratheon,0,Episode - 21
1,Robert Baratheon,0,Episode - 22
1,Robert Baratheon,0,Episode - 23
1,Robert Baratheon,0,Episode - 24
1,Robert Baratheon,0,Episode - 25
1,Robert Baratheon,0,Episode - 26
1,Robert Baratheon,0,Episode - 27
1,Robert Baratheon,0,Episode - 28
1,Robert Baratheon,0,Episode - 29
1,Robert Baratheon,0,Episode - 30
1,Robert Baratheon,0,Episode - 31
1,Robert Baratheon,0,Episode - 32
1,Robert Baratheon,0,Episode - 33
1,Robert Baratheon,0,Episode - 34
1,Robert Baratheon,0,Episode - 35
1,Robert Baratheon,0,Episode - 36
1,Robert Baratheon,0,Episode - 37
1,Robert Baratheon,0,Episode - 38
1,Robert Baratheon,0,Episode - 39
1,Robert Baratheon,0,Episode - 40
1,Robert Baratheon,0,Episode - 41
1,Robert Baratheon,0,Episode - 42
1,Robert Baratheon,0,Episode - 43
1,Robert Baratheon,0,Episode - 44
1,Robert Baratheon,0,Episode - 45
1,Robert Baratheon,0,Episode - 46
1,Robert Baratheon,0,Episode - 47
1,Robert Baratheon,0,Episode - 48
1,Robert Baratheon,0,Episode - 49
1,Robert Baratheon,0,Episode - 50
1,Robert Baratheon,0,Episode - 51
1,Robert Baratheon,0,Episode - 52
1,Robert Baratheon,0,Episode - 53
1,Robert Baratheon,0,Episode - 54
1,Robert Baratheon,0,Episode - 55
1,Robert Baratheon,0,Episode - 56
1,Robert Baratheon,0,Episode - 57
1,Robert Baratheon,0,Episode - 58
1,Robert Baratheon,0,Episode - 59
1,Robert Baratheon,0,Episode - 60
1,Robert Baratheon,0,Episode - 61
1,Robert Baratheon,0,Episode - 62
1,Robert Baratheon,0,Episode - 63
1,Robert Baratheon,0,Episode - 64
1,Robert Baratheon,0,Episode - 65
1,Robert Baratheon,0,Episode - 66
1,Robert Baratheon,0,Episode - 67
1,Robert Baratheon,0,Episode - 68
1,Robert Baratheon,0,Episode - 69
1,Robert Baratheon,0,Episode - 70
1,Robert Baratheon,0,Episode - 71
1,Robert Baratheon,0,Episode - 72
1,Robert Baratheon,0,Episode - 73
1,Petyr Baelish,0,Episode - 1
1,Petyr Baelish,0,Episode - 2
1,Petyr Baelish,467,Episode - 3
1,Petyr Baelish,501,Episode - 4
1,Petyr Baelish,966,Episode - 5
1,Petyr Baelish,245,Episode - 6
1,Petyr Baelish,778,Episode - 7
1,Petyr Baelish,501,Episode - 8
1,Petyr Baelish,330,Episode - 9
1,Petyr Baelish,126,Episode - 10
1,Petyr Baelish,304,Episode - 11
1,Petyr Baelish,390,Episode - 12
1,Petyr Baelish,191,Episode - 13
1,Petyr Baelish,449,Episode - 14
1,Petyr Baelish,166,Episode - 15
1,Petyr Baelish,178,Episode - 16
1,Petyr Baelish,0,Episode - 17
1,Petyr Baelish,0,Episode - 18
1,Petyr Baelish,0,Episode - 19
1,Petyr Baelish,348,Episode - 20
1,Petyr Baelish,158,Episode - 21
1,Petyr Baelish,0,Episode - 22
1,Petyr Baelish,371,Episode - 23
1,Petyr Baelish,0,Episode - 24
1,Petyr Baelish,169,Episode - 25
1,Petyr Baelish,144,Episode - 26
1,Petyr Baelish,0,Episode - 27
1,Petyr Baelish,0,Episode - 28
1,Petyr Baelish,0,Episode - 29
1,Petyr Baelish,0,Episode - 30
1,Petyr Baelish,0,Episode - 31
1,Petyr Baelish,0,Episode - 32
1,Petyr Baelish,136,Episode - 33
1,Petyr Baelish,182,Episode - 34
1,Petyr Baelish,402,Episode - 35
1,Petyr Baelish,0,Episode - 36
1,Petyr Baelish,219,Episode - 37
1,Petyr Baelish,644,Episode - 38
1,Petyr Baelish,0,Episode - 39
1,Petyr Baelish,0,Episode - 40
1,Petyr Baelish,120,Episode - 41
1,Petyr Baelish,259,Episode - 42
1,Petyr Baelish,427,Episode - 43
1,Petyr Baelish,270,Episode - 44
1,Petyr Baelish,0,Episode - 45
1,Petyr Baelish,306,Episode - 46
1,Petyr Baelish,139,Episode - 47
1,Petyr Baelish,0,Episode - 48
1,Petyr Baelish,0,Episode - 49
1,Petyr Baelish,0,Episode - 50
1,Petyr Baelish,0,Episode - 51
1,Petyr Baelish,0,Episode - 52
1,Petyr Baelish,0,Episode - 53
1,Petyr Baelish,194,Episode - 54
1,Petyr Baelish,254,Episode - 55
1,Petyr Baelish,0,Episode - 56
1,Petyr Baelish,0,Episode - 57
1,Petyr Baelish,0,Episode - 58
1,Petyr Baelish,51,Episode - 59
1,Petyr Baelish,443,Episode - 60
1,Petyr Baelish,393,Episode - 61
1,Petyr Baelish,357,Episode - 62
1,Petyr Baelish,157,Episode - 63
1,Petyr Baelish,292,Episode - 64
1,Petyr Baelish,146,Episode - 65
1,Petyr Baelish,117,Episode - 66
1,Petyr Baelish,549,Episode - 67
1,Petyr Baelish,0,Episode - 68
1,Petyr Baelish,0,Episode - 69
1,Petyr Baelish,0,Episode - 70
1,Petyr Baelish,0,Episode - 71
1,Petyr Baelish,0,Episode - 72
1,Petyr Baelish,0,Episode - 73
1,Samwell Tarly,0,Episode - 1
1,Samwell Tarly,0,Episode - 2
1,Samwell Tarly,0,Episode - 3
1,Samwell Tarly,780,Episode - 4
1,Samwell Tarly,0,Episode - 5
1,Samwell Tarly,0,Episode - 6
1,Samwell Tarly,661,Episode - 7
1,Samwell Tarly,214,Episode - 8
1,Samwell Tarly,83,Episode - 9
1,Samwell Tarly,180,Episode - 10
1,Samwell Tarly,103,Episode - 11
1,Samwell Tarly,258,Episode - 12
1,Samwell Tarly,203,Episode - 13
1,Samwell Tarly,0,Episode - 14
1,Samwell Tarly,326,Episode - 15
1,Samwell Tarly,0,Episode - 16
1,Samwell Tarly,0,Episode - 17
1,Samwell Tarly,143,Episode - 18
1,Samwell Tarly,0,Episode - 19
1,Samwell Tarly,192,Episode - 20
1,Samwell Tarly,180,Episode - 21
1,Samwell Tarly,160,Episode - 22
1,Samwell Tarly,208,Episode - 23
1,Samwell Tarly,348,Episode - 24
1,Samwell Tarly,0,Episode - 25
1,Samwell Tarly,199,Episode - 26
1,Samwell Tarly,0,Episode - 27
1,Samwell Tarly,425,Episode - 28
1,Samwell Tarly,98,Episode - 29
1,Samwell Tarly,456,Episode - 30
1,Samwell Tarly,88,Episode - 31
1,Samwell Tarly,0,Episode - 32
1,Samwell Tarly,365,Episode - 33
1,Samwell Tarly,89,Episode - 34
1,Samwell Tarly,0,Episode - 35
1,Samwell Tarly,0,Episode - 36
1,Samwell Tarly,170,Episode - 37
1,Samwell Tarly,111,Episode - 38
1,Samwell Tarly,1388,Episode - 39
1,Samwell Tarly,62,Episode - 40
1,Samwell Tarly,348,Episode - 41
1,Samwell Tarly,495,Episode - 42
1,Samwell Tarly,286,Episode - 43
1,Samwell Tarly,93,Episode - 44
1,Samwell Tarly,414,Episode - 45
1,Samwell Tarly,0,Episode - 46
1,Samwell Tarly,598,Episode - 47
1,Samwell Tarly,182,Episode - 48
1,Samwell Tarly,74,Episode - 49
1,Samwell Tarly,252,Episode - 50
1,Samwell Tarly,0,Episode - 51
1,Samwell Tarly,0,Episode - 52
1,Samwell Tarly,229,Episode - 53
1,Samwell Tarly,0,Episode - 54
1,Samwell Tarly,0,Episode - 55
1,Samwell Tarly,792,Episode - 56
1,Samwell Tarly,0,Episode - 57
1,Samwell Tarly,0,Episode - 58
1,Samwell Tarly,0,Episode - 59
1,Samwell Tarly,247,Episode - 60
1,Samwell Tarly,559,Episode - 61
1,Samwell Tarly,420,Episode - 62
1,Samwell Tarly,255,Episode - 63
1,Samwell Tarly,0,Episode - 64
1,Samwell Tarly,365,Episode - 65
1,Samwell Tarly,0,Episode - 66
1,Samwell Tarly,148,Episode - 67
1,Samwell Tarly,427,Episode - 68
1,Samwell Tarly,528,Episode - 69
1,Samwell Tarly,376,Episode - 70
1,Samwell Tarly,539,Episode - 71
1,Samwell Tarly,0,Episode - 72
1,Samwell Tarly,1001,Episode - 73
1,Brienne of Tarth,0,Episode - 1
1,Brienne of Tarth,0,Episode - 2
1,Brienne of Tarth,0,Episode - 3
1,Brienne of Tarth,0,Episode - 4
1,Brienne of Tarth,0,Episode - 5
1,Brienne of Tarth,0,Episode - 6
1,Brienne of Tarth,0,Episode - 7
1,Brienne of Tarth,0,Episode - 8
1,Brienne of Tarth,0,Episode - 9
1,Brienne of Tarth,0,Episode - 10
1,Brienne of Tarth,0,Episode - 11
1,Brienne of Tarth,0,Episode - 12
1,Brienne of Tarth,329,Episode - 13
1,Brienne of Tarth,301,Episode - 14
1,Brienne of Tarth,391,Episode - 15
1,Brienne of Tarth,80,Episode - 16
1,Brienne of Tarth,327,Episode - 17
1,Brienne of Tarth,143,Episode - 18
1,Brienne of Tarth,0,Episode - 19
1,Brienne of Tarth,298,Episode - 20
1,Brienne of Tarth,0,Episode - 21
1,Brienne of Tarth,471,Episode - 22
1,Brienne of Tarth,250,Episode - 23
1,Brienne of Tarth,300,Episode - 24
1,Brienne of Tarth,514,Episode - 25
1,Brienne of Tarth,138,Episode - 26
1,Brienne of Tarth,300,Episode - 27
1,Brienne of Tarth,0,Episode - 28
1,Brienne of Tarth,0,Episode - 29
1,Brienne of Tarth,36,Episode - 30
1,Brienne of Tarth,137,Episode - 31
1,Brienne of Tarth,115,Episode - 32
1,Brienne of Tarth,0,Episode - 33
1,Brienne of Tarth,266,Episode - 34
1,Brienne of Tarth,249,Episode - 35
1,Brienne of Tarth,0,Episode - 36
1,Brienne of Tarth,315,Episode - 37
1,Brienne of Tarth,0,Episode - 38
1,Brienne of Tarth,0,Episode - 39
1,Brienne of Tarth,454,Episode - 40
1,Brienne of Tarth,92,Episode - 41
1,Brienne of Tarth,458,Episode - 42
1,Brienne of Tarth,339,Episode - 43
1,Brienne of Tarth,0,Episode - 44
1,Brienne of Tarth,126,Episode - 45
1,Brienne of Tarth,0,Episode - 46
1,Brienne of Tarth,8,Episode - 47
1,Brienne of Tarth,0,Episode - 48
1,Brienne of Tarth,0,Episode - 49
1,Brienne of Tarth,140,Episode - 50
1,Brienne of Tarth,200,Episode - 51
1,Brienne of Tarth,176,Episode - 52
1,Brienne of Tarth,0,Episode - 53
1,Brienne of Tarth,356,Episode - 54
1,Brienne of Tarth,532,Episode - 55
1,Brienne of Tarth,0,Episode - 56
1,Brienne of Tarth,0,Episode - 57
1,Brienne of Tarth,485,Episode - 58
1,Brienne of Tarth,0,Episode - 59
1,Brienne of Tarth,0,Episode - 60
1,Brienne of Tarth,390,Episode - 61
1,Brienne of Tarth,237,Episode - 62
1,Brienne of Tarth,0,Episode - 63
1,Brienne of Tarth,243,Episode - 64
1,Brienne of Tarth,0,Episode - 65
1,Brienne of Tarth,105,Episode - 66
1,Brienne of Tarth,1338,Episode - 67
1,Brienne of Tarth,231,Episode - 68
1,Brienne of Tarth,1060,Episode - 69
1,Brienne of Tarth,326,Episode - 70
1,Brienne of Tarth,1153,Episode - 71
1,Brienne of Tarth,0,Episode - 72
1,Brienne of Tarth,1047,Episode - 73
1,Qyburn,0,Episode - 1
1,Qyburn,0,Episode - 2
1,Qyburn,0,Episode - 3
1,Qyburn,0,Episode - 4
1,Qyburn,0,Episode - 5
1,Qyburn,0,Episode - 6
1,Qyburn,0,Episode - 7
1,Qyburn,0,Episode - 8
1,Qyburn,0,Episode - 9
1,Qyburn,0,Episode - 10
1,Qyburn,0,Episode - 11
1,Qyburn,0,Episode - 12
1,Qyburn,0,Episode - 13
1,Qyburn,0,Episode - 14
1,Qyburn,0,Episode - 15
1,Qyburn,0,Episode - 16
1,Qyburn,0,Episode - 17
1,Qyburn,0,Episode - 18
1,Qyburn,0,Episode - 19
1,Qyburn,0,Episode - 20
1,Qyburn,105,Episode - 21
1,Qyburn,0,Episode - 22
1,Qyburn,0,Episode - 23
1,Qyburn,0,Episode - 24
1,Qyburn,99,Episode - 25
1,Qyburn,0,Episode - 26
1,Qyburn,455,Episode - 27
1,Qyburn,0,Episode - 28
1,Qyburn,0,Episode - 29
1,Qyburn,36,Episode - 30
1,Qyburn,65,Episode - 31
1,Qyburn,0,Episode - 32
1,Qyburn,0,Episode - 33
1,Qyburn,0,Episode - 34
